五里霧中	ごりむちゅう	오리무중, 방향을 전혀 알 수 없는 상태	표현
井の中の蛙大海を知らず	いのなかのかわずたいかいをしらず	우물 안 개구리, 견문이 좁은 사람	표현
交付	こうふ	교부	명사
交渉	こうしょう	교섭, 협상	명사
交渉する	こうしょうする	교섭하다, 협상하다	동사
交通渋滞	こうつうじゅうたい	교통 정체	명사
人の噂も七十五日	ひとのうわさもしちじゅうごにち	사람의 소문도 칠십오 일, 소문은 곧 사그라진다	표현
人件費	じんけんひ	인건비	명사
人格	じんかく	인격	명사
人権	じんけん	인권	명사
人生観	じんせいかん	인생관	명사
人脈	じんみゃく	인맥	명사
人道主義	じんどうしゅぎ	인도주의	명사
今もって	いまもって	지금까지도, 아직도	부사
介在	かいざい	개재, 사이에 끼어 있음	명사
介護	かいご	간병, 개호	명사
仏の顔も三度	ほとけのかおもさんど	부처님 얼굴도 세 번, 아무리 관대해도 한계가 있다	표현
仔細	しさい	자세한 사정, 이유	名詞
仕切る	しきる	도맡아 하다, 주재하다	동사
仕向ける	しむける	~하게끔 만들다, 유도하다	동사
仕様	しよう	사양	명사
仕組み	しくみ	구조, 시스템	명사
他愛ない	たあいない	천진하다, 하잘것없다	い형용사
付き纏う	つきまとう	따라다니다, 들러붙다	동사
付和雷同	ふわらいどう	부화뇌동, 줏대 없이 남을 따라 행동함	표현
代替する	だいたいする	대체하다	동사
代謝	たいしゃ	대사(신진대사)	명사
以心伝心	いしんでんしん	이심전심, 마음과 마음이 통함	표현
仮定	かてい	가정	명사
仮想化	かそうか	가상화	명사
仮説	かせつ	가설	명사
仮説する	かせつする	가설을 세우다	동사
仰々しい	ぎょうぎょうしい	거창하다, 야단스럽다	형용사(い)
仰ぐ	あおぐ	우러르다, 요청하다	동사
仲介	ちゅうかい	중개	명사
仲介する	ちゅうかいする	중개하다	동사
仲裁	ちゅうさい	중재	명사
仲裁する	ちゅうさいする	중재하다	동사
企て	くわだて	계획, 기도	名詞
企てる	くわだてる	기획하다, 꾀하다	동사
伏線	ふくせん	복선, 암시	명사
休暇	きゅうか	휴가	명사
休業	きゅうぎょう	휴업	명사
伝承	でんしょう	전승, 구전	명사
伝承する	でんしょうする	전승하다, 전통을 이어받다	동사
伝播する	でんぱする	전파하다, 퍼지다	동사
伝統芸能	でんとうげいのう	전통 예능	명사
伴う	ともなう	수반하다, 동반하다	동사
伸ばす	のばす	늘리다, 연장하다 (타동사)	동사
伸びる	のびる	늘어나다, 성장하다 (자동사)	동사
佇まい	たたずまい	모양새, 자태	名詞
低減する	ていげんする	저감하다, 감소시키다	동사
住宅地	じゅうたくち	주택지	명사
体制	たいせい	체제	명사
体感する	たいかんする	몸으로 느끼다, 체감하다	동사
体積	たいせき	체적, 부피	명사
体系	たいけい	체계	명사
体面	たいめん	체면	명사
体験する	たいけんする	체험하다	동사
何気なく	なにげなく	무심코, 아무렇지 않게	부사
余儀	よぎ	어쩔 수 없음, 부득이함	명사
余剰	よじょう	잉여, 여분	명사
余地	よち	여지	명사
余波	よは	여파	명사
余韻	よいん	여운	명사
作法	さほう	예법, 법도	명사
併用する	へいようする	병용하다, 함께 사용하다	동사
併発する	へいはつする	병발하다, 동시에 발생하다	동사
使い分け	つかいわけ	구분 사용, 용도에 따라 나누어 씀	복합어
使い捨て	つかいすて	일회용, 사용 후 버림	복합어
例外	れいがい	예외	명사
例証	れいしょう	예증(예를 들어 증명)	명사
侘び寂び	わびさび	와비사비 (간소·고졌음의 미학)	名詞
供給する	きょうきゅうする	공급하다	동사
依存	いぞん	의존	명사
