奮起する	ふんきする	분발하다, 분기하다	동사
奮闘する	ふんとうする	분투하다	동사
好い加減	いいかげん	적당하다, 엉터리다	い형용사
好ましい	このましい	바람직하다, 호감이 가다	형용사(い)
好事魔多し	こうじまおおし	좋은 일에는 방해가 많다	표현
好況	こうきょう	호황	명사
如実に	にょじつに	여실히, 사실 그대로	副詞
如才ない	じょさいない	빈틈없다, 눈치 빠르다	い형용사
妙味	みょうみ	묘미	명사
妙案	みょうあん	묘안	명사
妥協	だきょう	타협	명사
妥当性	だとうせい	타당성	명사
妥結	だけつ	타결	명사・する동사
妥結する	だけつする	타결하다	동사
妨げる	さまたげる	방해하다, 저해하다	동사
委ねる	ゆだねる	맡기다, 위임하다	동사
委任	いにん	위임	명사
委嘱する	いしょくする	위촉하다	동사
委託する	いたくする	위탁하다	동사
威信	いしん	위신	명사
威厳	いげん	위엄	명사
媒介	ばいかい	매개	명사
媒体	ばいたい	매체	명사
嫉妬	しっと	질투, 시기	명사
嫌悪	けんお	혐오	명사
嫌疑	けんぎ	혐의	명사
子育て	こそだて	육아, 자녀 양육	명사
孕む	はらむ	내포하다, 품다	동사
存続する	そんぞくする	존속하다	동사
孤独感	こどくかん	고독감	명사
孤独死	こどくし	고독사	명사
孤立	こりつ	고립	명사
孤立無援	こりつむえん	고립무원, 혼자 남아 아무런 도움도 없음	표현
孤高な	ここう	고고하다, 고독하게 높다	な형용사
学問	がくもん	학문	명사
学術	がくじゅつ	학술	명사
学説	がくせつ	학설	명사
学識	がくしき	학식	명사
安堵	あんど	안도	명사
安易	あんい	안이하다, 손쉽다	な형용사
安直な	あんちょくな	안이하다, 손쉽다, 값이 싸다	な형용사
宗旨	しゅうし	종지, 종교의 근본 취지	명사
宗派	しゅうは	종파	명사
官僚	かんりょう	관료	명사
定着する	ていちゃくする	정착하다	동사
定義	ていぎ	정의	명사
定説	ていせつ	정설	명사
実存	じつぞん	실존	명사
実感する	じっかんする	실감하다	동사
実態	じったい	실태	명사
実用主義	じつようしゅぎ	실용주의, 프래그머티즘	명사
実装	じっそう	구현, 실장	명사
実証	じっしょう	실증	명사
実証する	じっしょうする	실증하다, 실험으로 증명하다	동사
客観	きゃっかん	객관	명사
客観性	きゃっかんせい	객관성	명사
宣告する	せんこくする	선고하다	동사
宣言する	せんげんする	선언하다	동사
宥める	なだめる	달래다, 진정시키다	動詞
家賃	やちん	집세	명사
容疑	ようぎ	용의	명사
容積	ようせき	용적	명사
容認	ようにん	용인	명사
容認する	ようにんする	용인하다, 허용하다	동사
容赦する	ようしゃする	용서하다, 봐주다	동사
容量	ようりょう	용량	명사
宿す	やどす	깃들이다, 품다	동사
宿る	やどる	깃들다, 머물다	동사
寂寥	せきりょう	적료, 적막함	명사
寄与する	きよする	기여하다	동사
密度	みつど	밀도	명사
密接な	みっせつ	밀접하다	な형용사
寛大	かんだい	관대	형용사(な)
寛大な	かんだい	관대하다, 너그럽다	な형용사
寛容	かんよう	관용	형용사(な)
寛容な	かんよう	관대하다, 너그럽다	な형용사
察する	さっする	헤아리다, 짐작하다, 이해하다	동사
察知する	さっちする	눈치채다, 사전에 알아채다	동사
寡黙な	かもく	과묵하다, 말수가 적다	な형용사
審査	しんさ	심사	명사
審査する	しんさする	심사하다	동사
審美	しんび	심미, 아름다움을 감별함	명사
審議	しんぎ	심의	명사
審議する	しんぎする	심의하다	동사
寺院	じいん	사원, 절	명사
対峙	たいじ	대치, 맞서 있음	명사
対峙する	たいじする	대치하다, 맞서다	동사
対抗する	たいこうする	대항하다	동사
対比	たいひ	대비	명사
対流	たいりゅう	대류	명사
対照	たいしょう	대조	명사
対立	たいりつ	대립	명사
対立する	たいりつする	대립하다	동사
対等	たいとう	대등하다, 동등하다	な형용사
封建	ほうけん	봉건	명사
専ら	もっぱら	오로지, 주로	부사
専制	せんせい	전제(독재)	명사
専門する	せんもんする	전문으로 하다	동사
尊い	とうとい	존귀하다, 소중하다	い형용사
尊重	そんちょう	존중	명사
小うるさい	こうるさい	성가시다, 잔소리가 많다	い형용사
小賢しい	こざかしい	얄팍하게 약삭빠르다	い형용사
少なからず	すくなからず	적지 않게, 상당히	부사
少子化	しょうしか	저출산, 소자화	명사
尚早な	しょうそうな	시기상조이다, 너무 이르다	な형용사
就労	しゅうろう	취로, 취업 활동	명사
就業	しゅうぎょう	취업, 취로	명사
就職活動	しゅうしょくかつどう	취업 활동	명사
尺度	しゃくど	척도, 기준	명사
尻に火がつく	しりにひがつく	엉덩이에 불이 붙다, 다급한 상황이 되다	표현
尻をたたく	しりをたたく	독촉하다, 채근하다	표현
尽きる	つきる	다 떨어지다, 소진되다	동사
尽くす	つくす	다하다, 최선을 다하다	동사
局面	きょくめん	국면	명사
屈する	くっする	굴하다, 굴복하다	동사
屈折	くっせつ	굴절	명사
屈辱	くつじょく	굴욕	명사
届出	とどけで	신고, 신고서	명사
属性	ぞくせい	속성	명사
履行する	りこうする	이행하다, 실행하다	동사
山紫水明	さんしすいめい	산자수명, 경치가 매우 아름다움	표현
岐路	きろ	기로, 갈림길	명사
峻厳な	しゅんげんな	준엄하다, 엄격하고 위엄 있다	な형용사
峻烈	しゅんれつ	준열, 매섭고 가혹함	な형용사
崇高	すうこう	숭고하다	な형용사
崩す	くずす	무너뜨리다, 허물다 (타동사)	동사
崩れる	くずれる	무너지다, 흐트러지다 (자동사)	동사
工芸	こうげい	공예	명사
巧み	たくみ	교묘함, 능숙함	형용사(な)
巧妙	こうみょう	교묘하다, 정교하다	な형용사
巧妙な	こうみょうな	교묘하다, 솜씨 있다	な형용사
差し向ける	さしむける	파견하다, 보내다	동사
差し引き	さしひき	공제, 차감	복합어
差し控える	さしひかえる	삼가다, 자제하다	동사
差し支える	さしつかえる	지장이 있다	동사
差し障る	さしさわる	지장이 생기다, 방해가 되다	동사
差別	さべつ	차별	명사
巻き起こる	まきおこる	일어나다, 소용돌이치며 일다	동사
巻き込まれる	まきこまれる	말려들다, 휘말리다	동사
巻き込む	まきこむ	끌어들이다, 말아넣다	동사
布告する	ふこくする	포고하다, 공포하다	동사
布教	ふきょう	포교, 전도	명사
布石	ふせき	포석	명사
希薄	きはく	희박, 얕음	な형용사
帯びる	おびる	(성질을) 띠다	동사
帯域幅	たいいきはば	대역폭	명사
帰属	きぞく	귀속	명사
帰納	きのう	귀납	명사
帰納する	きのうする	귀납하다	동사
帰結	きけつ	귀결	명사
帰結する	きけつする	귀결되다	동사
帰責	きせき	귀책(책임 귀속)	명사
帰趨	きすう	귀추	명사
帰順	きじゅん	귀순	명사
帳尻	ちょうじり	수지, 앞뒤(계산)	명사
帳消し	ちょうけし	상쇄, 없던 일로 함	명사
幅	はば	폭, 너비	명사
幕を切って落とす	まくをきっておとす	막이 오르다, 본격적으로 시작되다	표현
幕を引く	まくをひく	막을 내리다, 일을 끝내다	표현
幕府	ばくふ	막부	명사
干ばつ	かんばつ	가뭄	명사
平等	びょうどう	평등	명사
平静	へいせい	평정, 침착함	명사
年代	ねんだい	연대, 시대	명사
年金	ねんきん	연금	명사
幾分	いくぶん	다소, 조금	부사
広まる	ひろまる	넓어지다, 퍼지다 (자동사)	동사
広める	ひろめる	넓히다, 보급시키다 (타동사)	동사
広告主	こうこくぬし	광고주	명사
床しい	ゆかしい	그윽하다, 품위 있다, 마음이 끌리다	い형용사
度合い	どあい	정도	명사
度量	どりょう	도량, 아량	명사
廃する	はいする	폐하다, 없애다	동사
廃れる	すたれる	쇠퇴하다, 폐하다	동사
廃棄する	はいきする	폐기하다	동사
廃棄物	はいきぶつ	폐기물	명사
廃止	はいし	폐지	명사
廃止する	はいしする	폐지하다	동사
延滞	えんたい	연체, 지체	명사
建前	たてまえ	표면상의 방침, 명분	명사
弁える	わきまえる	분별하다, 분간하다	동사
弁別	べんべつ	변별	명사
弁別する	べんべつする	변별하다, 구별하다	동사
弁明	べんめい	변명(사실 해명, 格式語)	명사
弁明する	べんめいする	변명하다, 해명하다	동사
弁済	べんさい	변제(채무 이행, 격식어)	명사
弁済する	べんさいする	변제하다, 갚다	동사
弁解	べんかい	변해(구실 댐, 弁明의 유의어)	명사
弁解する	べんかいする	변명하다, 해명하다	동사
弁証法	べんしょうほう	변증법	명사
弁論する	べんろんする	변론하다	동사
弁護	べんご	변호	명사
弁護する	べんごする	변호하다	동사
弄ぶ	もてあそぶ	가지고 놀다, 농락하다	동사
弊害	へいがい	폐해	명사
弊風	へいふう	폐습, 나쁜 풍조	명사
弔う	とむらう	애도하다	동사
引き受ける	ひきうける	떠맡다, 인수하다	동사
