助成	じょせい	조성, 지원	명사
助長する	じょちょうする	조장하다, 부추기다	동사
労使	ろうし	노사(노동자와 사용자)	명사
労働力	ろうどうりょく	노동력	명사
労働条件	ろうどうじょうけん	노동 조건	명사
労働組合	ろうどうくみあい	노동조합	명사
労務	ろうむ	노무	명사
勃発する	ぼっぱつする	발발하다	동사
勃興する	ぼっこうする	발흥하다, 흥기하다	동사
勇猛果敢	ゆうもうかかん	용맹과감, 용감하고 결단력이 있음	표현
動向	どうこう	동향	명사
動揺	どうよう	동요, 흔들림	명사
動揺する	どうようする	동요하다, 흔들리다	동사
動機	どうき	동기	명사
動脈	どうみゃく	동맥	명사
勘づく	かんづく	눈치채다, 감지하다	동사
勘案する	かんあんする	감안하다, 고려에 넣다	동사
勘違い	かんちがい	착각, 잘못 이해함	名詞
募る	つのる	모집하다, 심해지다	동사
勤務	きんむ	근무	명사
勧める	すすめる	권하다, 권고하다	동사
勧告	かんこく	권고	명사
勧告する	かんこくする	권고하다	동사
勿体ない	もったいない	아깝다, 과분하다	い형용사
包括的な	ほうかつてきな	포괄적이다, 망라하는	な형용사
包摂	ほうせつ	포섭, 포함	명사
包摂する	ほうせつする	포섭하다, 아우르다	동사
化ける	ばける	변신하다, 둔갑하다	동사
区画	くかく	구획	명사
医療保険	いりょうほけん	의료 보험	명사
十人十色	じゅうにんといろ	십인십색, 사람마다 생각이나 취향이 다름	표현
千載一遇	せんざいいちぐう	천재일우, 천 년에 한 번 올까 말까 한 기회	표현
半信半疑	はんしんはんぎ	반신반의	표현
卑しい	いやしい	천하다, 비천하다, 인색하다	い형용사
卑劣な	ひれつ	비열하다	な형용사
卑屈	ひくつ	비굴함	명사
卑屈な	ひくつ	비굴하다	な형용사
卑怯	ひきょう	비겁하다	な형용사
卓抜	たくばつ	탁월	형용동사
卓越した	たくえつした	탁월하다, 뛰어나다	な형용사
協力	きょうりょく	협력	명사
協定	きょうてい	협정	명사
協調	きょうちょう	협조, 협력	명사
協調する	きょうちょうする	협조하다	동사
南船北馬	なんせんほくば	남선북마, 쉬지 않고 각지를 돌아다님	표현
単刀直入	たんとうちょくにゅう	단도직입, 단칼에 바로 들어감	표현
博覧	はくらん	박람, 넓게 읽음	명사
博識	はくしき	박식	명사
危ぶむ	あやぶむ	위태롭게 여기다	동사
危惧	きぐ	위구, 염려	명사
危惧する	きぐする	위구하다, 우려하다	동사
却って	かえって	오히려, 도리어	副詞
却下	きゃっか	각하(신청 등을 물리침)	명사
厄介な	やっかい	성가시다, 귀찮다, 곤란하다	な형용사
厚かましい	あつかましい	뻔뻔하다, 후안무치하다	い형용사
厚顔無恥	こうがんむち	후안무치, 뻔뻔하고 부끄러움을 모름	표현
原則	げんそく	원칙	명사
厭わしい	いとわしい	싫다, 불쾌하다, 역겹다	い형용사
厳か	おごそか	엄숙함	형용사(な)
厳つい	いかつい	근엄하다, 위압적이다	い형용사
厳密	げんみつ	엄밀하다, 정확하다	な형용사
厳格な	げんかく	엄격하다	な형용사
厳正	げんせい	엄정	형용사(な)
厳粛	げんしゅく	엄숙	형용사(な)
厳粛な	げんしゅくな	엄숙하다, 엄중하다	な형용사
参拝	さんぱい	참배	명사
参議院	さんぎいん	참의원(상원)	명사
反射	はんしゃ	반사	명사
反応	はんのう	반응	명사
反感	はんかん	반감	명사
反目	はんもく	반목, 사이가 나쁨	명사
反芻する	はんすうする	반추하다, 되새기다	동사
反証	はんしょう	반증	명사
反論	はんろん	반론	명사
反論する	はんろんする	반론하다, 반박하다	동사
反駁	はんばく	반박	명사
反駁する	はんばくする	반박하다	동사
収支	しゅうし	수지(수입과 지출)	명사
収斂	しゅうれん	수렴	명사
収束	しゅうそく	수습, 수렴	명사
収束する	しゅうそくする	수렴하다, 수습되다	동사
収益	しゅうえき	수익	명사
収監する	しゅうかんする	수감하다	동사
収賄する	しゅうわいする	수뢰하다, 뇌물을 받다	동사
取り分け	とりわけ	특히, 그 중에서도	副詞
取り持つ	とりもつ	중재하다, 이어주다	동사
取り沙汰する	とりざたする	소문내다, 세상에 떠들다	동사
取り立てて	とりたてて	특별히, 굳이 (부정문에서)	부사
取り繕う	とりつくろう	둘러대다, 임시변통하다	동사
取り計らう	とりはからう	잘 처리하다, 조처하다	동사
取り除く	とりのぞく	제거하다, 없애다	동사
取捨選択	しゅしゃせんたく	취사선택, 필요한 것은 취하고 불필요한 것은 버림	표현
取材	しゅざい	취재	명사
受け入れ	うけいれ	수용, 받아들임	복합어
受け継ぐ	うけつぐ	계승하다, 이어받다	동사
受注	じゅちゅう	수주	명사
叡智	えいち	예지, 탁월한 지혜	명사
口が堅い	くちがかたい	입이 무겁다, 비밀을 잘 지킨다	표현
口が軽い	くちがかるい	입이 가볍다, 비밀을 잘 못 지킨다	표현
口は禍の元	くちはわざわいのもと	입은 재앙의 근원	표현
口をそろえる	くちをそろえる	입을 맞추다, 모두 같은 말을 하다	표현
口をはさむ	くちをはさむ	말참견하다, 끼어들어 말하다	표현
口を割る	くちをわる	입을 열다, 자백하다	표현
口惜しい	くちおしい	억울하다, 분하다	い형용사
口添えする	くちぞえする	추천해 주다, 한마디 거들어 주다	동사
口車に乗せる	くちぐるまにのせる	감언이설로 꾀다, 말로 속이다	표현
古代	こだい	고대	명사
古典	こてん	고전	명사
叫ぶ	さけぶ	외치다, 소리치다	동사
可否	かひ	가부, 찬반	명사
可決する	かけつする	가결하다	동사
可用性	かようせい	가용성	명사
台頭	たいとう	대두, 부상	명사
