道徳	どうとく	도덕	명사
道筋	みちすじ	경로, 순서	명사
達成感	たっせいかん	달성감, 성취감	명사
達観する	たっかんする	달관하다, 사물을 초연히 바라보다	동사
違反	いはん	위반	명사
違反する	いはんする	위반하다	동사
違法	いほう	위법	명사
遜色	そんしょく	손색	명사
遠ざかる	とおざかる	멀어지다, 거리가 생기다	동사
遠慮	えんりょ	사양, 삼감, 조심	명사
遡る	さかのぼる	거슬러 올라가다	동사
遥かに	はるかに	훨씬	부사
適否	てきひ	적부, 적합 여부	명사
適材適所	てきざいてきしょ	적재적소, 알맞은 인재를 알맞은 자리에 씀	표현
適法	てきほう	적법	명사
適用する	てきようする	적용하다	동사
遮る	さえぎる	가로막다, 차단하다	동사
遮断する	しゃだんする	차단하다	동사
遵守	じゅんしゅ	준수	명사
遵守する	じゅんしゅする	준수하다	동사
選挙	せんきょ	선거	명사
遺伝子	いでんし	유전자	명사
遺恨	いこん	원한, 유감	명사
遺漏	いろう	유루(빠뜨림, 누락)	명사
遺産	いさん	유산	명사
遺跡	いせき	유적	명사
避難所	ひなんじょ	대피소	명사
還元	かんげん	환원	명사
還元する	かんげんする	환원하다, 되돌리다	동사
郊外	こうがい	교외	명사
郷に入っては郷に従え	ごうにいってはごうにしたがえ	로마에 가면 로마법을 따르라	표현
郷愁	きょうしゅう	향수(鄕愁), 노스탤지어	명사
都市	とし	도시	명사
都市化	としか	도시화	명사
都市計画	としけいかく	도시 계획	명사
都心	としん	도심	명사
配分する	はいぶんする	배분하다, 나누어 주다	동사
配慮	はいりょ	배려	명사
配慮する	はいりょする	배려하다	동사
配置する	はいちする	배치하다	동사
酷い	ひどい	심하다, 혹독하다, 잔인하다	い형용사
酷使する	こくしする	혹사하다	동사
酸化	さんか	산화	명사
醍醐味	だいごみ	묘미	명사
醸す	かもす	자아내다, 빚다	동사
醸成	じょうせい	양성, 조성	명사
醸成する	じょうせいする	조성하다, 양성하다	동사
釈放する	しゃくほうする	석방하다	동사
釈明	しゃくめい	석명(이유를 밝혀 해명)	명사
釈明する	しゃくめいする	해명하다, 사정을 밝히다	동사
重々しい	おもおもしい	무게 있다, 위엄 있다	형용사(い)
重ねて	かさねて	거듭, 다시 한번	副詞
重んじる	おもんじる	중시하다	동사
重力	じゅうりょく	중력	명사
重要性	じゅうようせい	중요성	명사
野党	やとう	야당	명사
金利	きんり	금리	명사
金融	きんゆう	금융	명사
釘を刺す	くぎをさす	단단히 못을 박다, 엄하게 타이르다	표현
針小棒大	しんしょうぼうだい	침소봉대, 작은 일을 크게 부풀려 말함	표현
鈍い	にぶい	둔하다, 무디다	い형용사
鈍重	どんじゅう	둔중, 굼뜨고 무거움	な형용사
錯綜	さくそう	착종, 뒤엉킴	명사・する동사
錯覚する	さっかくする	착각하다	동사
錯誤	さくご	착오	명사
鎮痛	ちんつう	진통	명사
鑑みる	かんがみる	비추어 보다, 감안하다	동사
鑑別	かんべつ	감별	명사
鑑定する	かんていする	감정하다, 가치를 평가하다	동사
鑑賞	かんしょう	감상(예술 작품을 즐김)	명사
鑑賞する	かんしょうする	감상하다	동사
長い目で見る	ながいめでみる	긴 눈으로 보다, 장기적인 시각으로 바라보다	표현
長所	ちょうしょ	장점	명사
閉塞	へいそく	폐색, 막힘	명사
開国	かいこく	개국, 개항	명사
開示する	かいじする	개시하다, 공개하다	동사
開陳する	かいちんする	개진하다, 의견을 밝히다	동사
閑静な	かんせいな	조용하다, 한적하다	な형용사
関税	かんぜい	관세	명사
関連性	かんれんせい	관련성	명사
閣僚	かくりょう	각료	명사
閾値	しきいち	임계값, 역치	명사
防災	ぼうさい	방재	명사
阻む	はばむ	저지하다, 막다	동사
阻害する	そがいする	저해하다, 방해하다	동사
陋習	ろうしゅう	누습, 나쁜 습관	명사
降伏	こうふく	항복	명사
降水	こうすい	강수	명사
限界	げんかい	한계	명사
陥る	おちいる	빠지다, 함락되다	동사
陳腐	ちんぷ	진부(식상함)	명사
陳述	ちんじゅつ	진술	명사
陳述する	ちんじゅつする	진술하다	동사
陶冶	とうや	도야, 교육으로 인격 형성	명사
陶芸	とうげい	도예	명사
陶酔	とうすい	도취	명사
陶酔する	とうすいする	도취하다, 매료되어 빠져들다	동사
険しい	けわしい	험하다, 가파르다, 험악하다	い형용사
険悪	けんあく	험악하다	な형용사
陽炎	かげろう	아지랑이	명사
隆盛	りゅうせい	융성, 번성	명사
隆盛する	りゅうせいする	융성하다, 번성하다	동사
隆起	りゅうき	융기	명사
階層	かいそう	계층	명사
随所	ずいしょ	도처, 곳곳	名詞
随時	ずいじ	수시로, 때때로, 필요할 때마다	부사
隔たり	へだたり	격차, 거리	명사
隔離	かくり	격리	명사
際どい	きわどい	아슬아슬하다	형용사(い)
際立つ	きわだつ	두드러지다, 눈에 띄다	동사
際立った	きわだった	두드러진, 돋보이는	な형용사
際立てる	きわだてる	두드러지게 하다, 부각시키다	동사
際限ない	さいげんない	끝이 없다	형용사(い)
障る	さわる	거슬리다, 해롭다	동사
障害	しょうがい	장애	명사
隠蔽	いんぺい	은폐	명사
隠蔽する	いんぺいする	은폐하다	동사
隠遁	いんとん	은둔	명사・する동사
雄大な	ゆうだいな	웅장하다, 장대하다	な형용사
集団免疫	しゅうだんめんえき	집단 면역	명사
集権	しゅうけん	집권(권력 집중)	명사
集積する	しゅうせきする	집적하다, 쌓아 모으다	동사
集約する	しゅうやくする	집약하다, 모아 요약하다	동사
雛形	ひながた	견본, 양식	명사
難なく	なんなく	거뜬히, 어려움 없이	부사
難民	なんみん	난민	명사
難解	なんかい	난해, 이해하기 어려움	な형용사
雨降って地固まる	あめふってじかたまる	비가 내리면 땅이 굳어진다, 어려움 후에 더 단단해진다	표현
雷	かみなり	천둥, 번개	명사
需給	じゅきゅう	수급	명사
震災	しんさい	지진 재해	명사
霊魂	れいこん	영혼	명사
霜	しも	서리	명사
霞	かすみ	아지랑이, 안개	명사
霧	きり	안개	명사
露	つゆ	이슬	명사
露呈する	ろていする	드러나다, 노출되다	동사
露骨	ろこつ	노골적	형용사(な)
露骨な	ろこつ	노골적이다	な형용사
静脈	じょうみゃく	정맥	명사
静観する	せいかんする	정관하다, 조용히 지켜보다	동사
非常識	ひじょうしき	비상식	명사
非正規雇用	ひせいきこよう	비정규 고용	명사
非行	ひこう	비행, 청소년 범죄	명사
面影	おもかげ	모습, 흔적, 면모	名詞
面持ち	おももち	표정, 얼굴빛	名詞
面目	めんぼく	면목, 체면	명사
面積	めんせき	면적	명사
革新	かくしん	혁신	명사
革新する	かくしんする	혁신하다	동사
韜晦	とうかい	재능을 감춤, 도회	명사・する동사
韻律	いんりつ	운율	명사
韻文	いんぶん	운문	명사
順次	じゅんじ	순차적으로, 차례로	부사
頑固	がんこ	완고, 고집	명사
頑固な	がんこ	완고하다, 고집스럽다	な형용사
頑迷	がんめい	완고함, 고집스러움	形容動詞
頓挫	とんざ	좌절, 중도 포기	名詞
領域	りょういき	영역	명사
頭から	あたまから	처음부터, 무조건, 무턱대고	부사
頭が上がらない	あたまがあがらない	머리를 들 수 없다, 꼼짝 못하다	표현
頭を下げる	あたまをさげる	머리를 숙이다, 사과하거나 부탁하다	표현
頭を抱える	あたまをかかえる	머리를 감싸 쥐다, 몹시 고민하다	표현
頭角を現す	とうかくをあらわす	두각을 나타내다, 재능이 두드러지다	표현
頭隠して尻隠さず	あたまかくしてしりかくさず	머리는 숨기고 꼬리는 숨기지 못한다, 일부만 숨기고 전부 숨긴다 착각	표현
顔が広い	かおがひろい	얼굴이 넓다, 아는 사람이 많다	표현
顔が立つ	かおがたつ	체면이 서다, 명예가 지켜지다	표현
顔をつぶす	かおをつぶす	체면을 구기다, 망신을 주다	표현
顔色をうかがう	かおいろをうかがう	눈치를 보다, 상대의 기색을 살피다	표현
顕在	けんざい	현재, 겉으로 드러남	명사
顕在化	けんざいか	현재화, 표면화	명사
顕彰	けんしょう	현창, 표창	명사・する동사
顕著	けんちょ	현저하다, 뚜렷하다	な형용사
顕著な	けんちょ	현저하다, 두드러지다	な형용사
顛末	てんまつ	전말	명사
類は友を呼ぶ	るいはともをよぶ	유유상종, 같은 종류끼리 모인다	표현
類似	るいじ	유사	명사
類推	るいすい	유추	명사
類推する	るいすいする	유추하다, 추론하다	동사
顧みる	かえりみる	되돌아보다, 돌보다	동사
風向きが変わる	かざむきがかわる	풍향이 바뀌다, 형세가 달라지다	표현
風土	ふうど	풍토, 기후와 토지	명사
風当たり	かぜあたり	비난, 압력	명사
風情	ふぜい	운치, 정취	명사
風格	ふうかく	풍격, 관록	명사
風潮	ふうちょう	풍조, 경향	명사
風物詩	ふうぶつし	풍물시, 계절 풍경	명사
風習	ふうしゅう	풍습, 관습	명사
飛び出す	とびだす	뛰쳐나가다, 튀어나오다	동사
飛び回る	とびまわる	날아다니다, 뛰어다니다	동사
飛び込む	とびこむ	뛰어들다, 달려들다	동사
食い止める	くいとめる	막아 내다, 저지하다	동사
食い込む	くいこむ	파고들다, 잠식하다	동사
食い違い	くいちがい	어긋남, 엇갈림	명사
食い違う	くいちがう	어긋나다, 엇갈리다	동사
飲み込む	のみこむ	삼키다; 이해하다, 납득하다	동사
飽和	ほうわ	포화	명사・する동사
首尾一貫	しゅびいっかん	수미일관, 처음부터 끝까지 방침이 한결같음	표현
首相	しゅしょう	수상, 총리	명사
馬耳東風	ばじとうふう	마이동풍, 남의 말을 듣지 않고 흘려버림	표현
馬鹿らしい	ばからしい	어리석다, 쓸데없다, 바보 같다	い형용사
馴れ合い	なれあい	결탁, 지나친 타협	명사
馴れ馴れしい	なれなれしい	지나치게 허물없다, 넉살좋다(부정적)	형용사(い)
駆け引き	かけひき	흥정, 술수	명사
駆け抜ける	かけぬける	달려 지나가다, 빠져나가다	동사
駆け込む	かけこむ	뛰어 들어가다, 달려가다	동사
駆使する	くしする	구사하다, 자유자재로 사용하다	동사
駐留	ちゅうりゅう	주류(군대 등이 주둔)	명사
騒音	そうおん	소음	명사
驕る	おごる	교만하다, 우쭐해지다	동사
骨が折れる	ほねがおれる	힘이 들다, 고생이 많다	표현
骨を折る	ほねをおる	힘을 다하다, 수고를 아끼지 않다	표현
骨子	こっし	골자, 요지	명사
骨折り損のくたびれ儲け	ほねおりぞんのくたびれもうけ	헛고생, 힘만 들고 보람 없음	표현
骨身を惜しまない	ほねみをおしまない	수고를 아끼지 않다, 몸을 아끼지 않고 일하다	표현
骨髄	こつずい	골수	명사
高まる	たかまる	높아지다, 고조되다 (자동사)	동사
高める	たかめる	높이다, 고양하다 (타동사)	동사
高尚	こうしょう	고상	형용사(な)
高尚な	こうしょう	고상하다, 품위 있다	な형용사
高慢	こうまん	고만, 오만함	명사
高潔な	こうけつ	고결하다	な형용사
高飛車	たかびしゃ	거만하다, 고압적이다	な형용사
高騰する	こうとうする	고등하다, 급등하다	동사
高齢化	こうれいか	고령화	명사
鬱陶しい	うっとうしい	음울하다, 답답하다, 귀찮다	い형용사
鬼に金棒	おににかなぼう	도깨비에게 금봉, 강한 자에게 더 큰 힘이 더해짐	표현
鬼の目にも涙	おにのめにもなみだ	도깨비 눈에도 눈물, 냉혹한 사람도 가끔 인정을 보인다	표현
鮮明	せんめい	선명함	形容動詞
鮮明な	せんめい	선명하다	な형용사
